Código;Razão Social;Fantasia;CNPJ;I.E.;SUFRAMA;UF;Cidade;Bairro;Endereço;Número;Complemento;CEP;Telefone;Celular;Contato;Email
1937477;CONFECCOES DONA LUCIA LTDA;;43370655000164;261281020;;SC;Três Barras;Vila Nova;Avenida Rigesa;1600;;89490000;4736235238;;Simone Aparecida Bazzanella;confeccaodonalucia@bol.com.br
2179328;CONFECCOES DONA LUCIA LTDA;;43370655000164;261281020;;SC;Três Barras;Vila Nova;Avenida Rigesa;1600;;89490000;4736235238;;Simone Aparecida Bazzanella;confeccaodonalucia@bol.com.br
1745640;CONFECCOES E COMERCIO J.O LTDA;LEVITZ;34934322000120;260249009;;SC;Jaraguá do Sul;JARAGUA 84;R BERTHA WEEGE;3514;;89260800;(41) 9844-16125;;SU;sulescovitz@gmail.com
1709644;COSTA COMERCIO;LOJAO DAS FABRICAS;12806316000154;256244936;;SC;Balneário Piçarras;CENTRO;AV. NEREU RAMOS;64;;88380000;4730471859;;CRISTIANO;lojaodefabricapicarras@hotmail.com
1606679;CT-E EMITIDO EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL;;99999999000191;ISENTO;;SC;Jaraguá do Sul;BARRA DO RIO CERRO;RUA ELISABETH STEILEN RABOCH;168;;89.260-220;;;;comercial@dimensaosistemas.com
1684370;DANIEL FRANCO JUNIOR 10276844912;MANOS ROUPAS MASCULINAS E PERFUMARIA;29411713000120;;;SC;Joinville;Paranaguamirim;Rua Firmino da Silva Filho;297;;89234024;;47996510772;SUELLEN;suh.telecon09@gmail.com
1689435;DARIO DE MELO 43598951949;EXPLOSAO DO 12;32773059000109;260413666;;SC;Jaraguá do Sul;Vieira;Rua Expedicionário Rudi Hornburg;820;SALA 05;89256580;;4733713256;DARIO DE MELO;dariodemelo050362@gmail.com
1646046;DAYANA PRISCILA SARETTA PINTO;LOJAO DEZ MAIS;31715859000100;258846321;;SC;Dionísio Cerqueira;CENTRO;15 de NOVEMBRO;0;;89.950-000;;;DAYANA;compraslojaodo10@hotmail.com
1996916;DONA FLORLINDA VAREJISTA LTDA;MEG PRESENTES;50545187000187;262289113;;SC;São Bento do Sul;Cruzeiro;Rua Iracema;250;;89286318;4796791438;;Mauriene Chapula Martins;megpresentes.sbs@gmail.com
2021752;DORACI BALDO ZONTA;;01828857000167;253395410;;SC;Fraiburgo;Centro;Rua Nadarci Brandt;198;Sala;89580000;;49988354674;DORACI;evertoneduardozonta@hotmail.com
1800879;DUCARMO CONFECCOES E CALCADOS LTDA;;32256404000137;258923504;;SC;Florianópolis;CENTRO;R CONSELHEIRO MAFRA;393;;88010100;(48) 9966-45313;;VANESSA;vran03oliver@gmail.com
2002908;Ederson Cardoso de Souza;;02435895909;ISENTO;;SC;Criciúma;Nossa Senhora da Salete;Rua Brusque;105;;88815640;;;;edersonrepres@hotmail.com
1750030;EDINA ARENHART VARIEDADES LTDA;LOJAO 10 MAIS;31715859000100;258846321;;SC;Dionísio Cerqueira;CENTRO;R 15 DE NOVEMBRO;40;SALA 1;89950000;(49) 9108-1330;;EDINA;lojao10mais.financeiro@gmail.com
1713028;ELAINE CRISTINA DE AGUIAR BETT;ELAINE CRISTINA DE AGUIAR BETT;17980623000170;257012869;;SC;Joinville;Jardim Iririú;Rua Willy Schossland;750;;89224061;4734357960;47999541020;ELAINE;meliciacon@hotmail.com
1611892;ELAINE DA SILVA SANTOS 07522433908;REINO DAS MARIAS;30132368000174;258697733;;SC;Camboriú;Areias;Rua José Francisco Bernardes;1020;Nao Informado;88.345-182;(47) 9911-46058;;ELAINE;elaine2009.nane@hotmail.com
1887988;ELCI MARIO PACHECO DE OLIVEIRA;ADIFERENCIAL MODAS;07805079000177;255120354;;SC;Florianópolis;Morro das Pedras;Rua Francisco Vieira;251;;88066010;4832379023;;DIFERNCIAL MODAS;adiferencialmodas@hotmail.com
2010921;ELEGANCE ROUPAS E ACESSORIOS LTDA;;26502206000103;258705868;;SC;Passo de Torres;Centro;Rua Jose Hespanhol;471;Sala 02;88980000;5195120408;;Tatiane Streger Steffen;"lojaeleganceroupaseacessorios@gmail.com;tatianesteffen@outlook.com"
1651393;EVA CRISTINA DE CASTRO;CRIS MODAS;12587174000181;256211108;;SC;São José;SERRARIA;RUA CURIO QUADRA 20 LOTE 2 LOT ZANELLATO;1262;;88.115-400;(48) 3246-8241;;CRIS;cristinaosaida@hotmail.com
2180348;FB COMERCIO DE CONFECCOES LTDA;Pink Blue;51605295000160;262442582;;SC;Biguaçu;Centro;Rua Coronel Teixeira Oliveira;128;Loja 14;88160130;4832854272;;Gisele Eria Bento;pinkbluebiguacu@gmail.com
2264078;FELIPE LOPES DA SILVEIRA;Fl Representacoes;31806577000119;;;SC;Criciúma;São João;Rodovia Antônio Darós;1105;Residencial ben vivere apartamento 501 torre 5.;88816195;+48 988017807;;Felipe Lopes Da Silveira;felipe.comercialcadorim@gmail.com
1696253;FERNANDA DIANE BONIFACIO;MEGA 10;34459320000126;260185906;;SC;São Bento do Sul;CENTRO;RUA FELIPE SCHIMIDT;74;;89.280-177;(47) 9791-2610;;CRIS;mega10financeiro@gmail.com
1835770;FERNANDA F BALTAZAR;BAIA SUL MODAS;03495224000100;253958423;;SC;Florianópolis;CENTRO;RUA FRANCISCO TOLENTINO;372;;88010200;(48) 3224-2169;;FERNANDA;baiasulmodas@yahoo.com.br
2272699;FERNANDA SCHWARZER FRAGOSO POMPEO;;61347957000101;;;SC;Chapecó;Centro;Avenida Getúlio Dorneles Vargas - N;224;;89801000;;47999611589;FERNANDA SCHWARZER;fernanda.pompeo@outlook.com
1966392;FG ONEDA CONFECCOES LTDA;FG CONFECCOES E ESTAMPARIA;32855291000196;258985704;;SC;Gaspar;Margem Esquerda;Rua Adriana Muller;170;Galpao;89116572;4799340567;;Maicon Oneda;
1709643;FOPPA COMERCIO VAREJISTA ARTIGO DO VESTUARIO EIRELLI;LOJAO 10;20665365000142;257406107;;SC;Balneário Camboriú;NACOES;AV. do ESTADO DALMO VIEIRA;2800;;88.338-063;(47) 3343-1280;;MICHELE;garraconti@brturbo.com.br
1843544;GARUVA CENTER MODAS LTDA;MODA E ESTILO;10744777000114;256013322;;SC;Garuva;CENTRO ;AV CELSO RAMOS;1111;SALA 01;89248000;;49991701276;GARUVA CENTER;anderleia.alvess@hotmail.com
1888573;GELSON LUIS LEMOS DO PRADO 34645250906;MICROSUL INFORMATICA;37055685000183;;;SC;Chapecó;Centro;Rua Uruguai - E;118;;89801570;;;Gelson Luis lemos do Prado;gelsonluisprado@gmail.com
2172757;GENECI MOREIRA SUTEL 28331484886;;46672822000110;;;SC;Irineópolis;Centro;Rua Bahia;162;;89440000;;;GENICI;world.baby.kids2021@gmail.com
2041481;GIBI KIDS LTDA;;00709098000150;253165903;;SC;Joinville;Itaum;Rua Fátima;163;;89210681;;47999428563;GIBI KIDS;gibimodakids@gmail.com
2021760;GIRA GIRA KIDS LTDA;GIRA GIRA KIDS;50738208000180;262316196;;SC;Chapecó;São Cristóvão;Avenida São Pedro - E;1092;;89803400;4988287570;;Cesar Luiz Ozelame;"cesar_ozelame@hotmail.com; giragirakids01@gmail.com"
1927823;GREICI TAMANINI 05122010994;GREICE TAMANINI;38541584000185;261645587;;SC;São João Batista;Carmelo Dentro;Servidao sv Irineu Augusto Tamanini;65;;88240000;;;GREICI TAMANINI ;gueguesjb@hotmail.com
2104922;GRIPA TEXTIL LTDA;Gripa Textil;14108073000106;256489009;;SC;Brusque;Dom Joaquim;Rua Beira Rio;1100;Galpao B;88359085;4733506231;;Cassiano Luiz Gripa;gripatextil@gmail.com
2084088;GRIPA TEXTIL LTDA;Gripa Textil;14108073000106;256489009;;SC;Brusque;Dom Joaquim;Rua Beira Rio;1100;Galpao B;88359085;4733506231;;Cassiano Luiz Gripa;"gripatextil@gmail.com;meiregripa@outlok.com"
1880321;GUARANIMAQ LTDA;guaranimaq;01286306000119;253405190;;SC;Brusque;GUARANI;RUA GENERAL OSORIO;570;;88350480;(47) 9888-63873;;;financeiro@guaranimaq.com.br
1983170;GUARANIMAQ LTDA;;01286306000119;253405190;;SC;Brusque;Guarani;Rua General Osório;570;;88350480;4733510597;;WD HOLDING LTDA;financeiro@guaranimaq.com.br
1826194;HDH COMERCIO VAREJISTA DE MODA E ARTIGOS INFANTIS LTDA;PALACIO KIDS;34244746000162;260159751;;SC;Joinville;COSTA E SILVA;RUA OTTO PFUETZENREUTER;379;;89219200;(47) 9220-1210;;HAIDAR;freefenix.joi@gmail.com
2100283;INDUSTRIA DE LINHAS TRICHE LTDA;;03644866000123;254007023;;SC;Brusque;BATEAS;RUA: BA-063;1000;;88355457;4732113400;;;
1676198;IVAN GIRARDI;MODA 10;32841113000106;260008400;;SC;Blumenau;Garcia;Rua Amazonas;4130;SALA 02 ANDAR 1;89022002;4799969507;;IVAN;ivan.girardi@hotmail.com
1748264;JEITO INFANTIL COMERCIO DE ROUPAS E ACESSORIOS LTDA;;23096705000150;257737375;;SC;Gaspar;CENTRO;R DORALICIO GARCIA;655;;89110013;(47) 9914-06165;;;jeitoinfantil2@gmail.com
1917216;JOAQUIM CARLOS MARTINS FERNANDES LTDA;LOJAS MR;83629709000188;250642735;;SC;Caçador;Centro;Avenida Barão do Rio Branco;379;;89500091;4935630988;;Joaquim Carlos;lojasmr.jeanine@gmail.com
1748867;JOICE HULLER;IMPERIO MALHAS;24752679000214;258152974;;SC;Ituporanga;CENTRO;R PRESIDENTE NEREU;106;;88400000;;;;cfcenteratacado@gmail.com
1792308;JONATAS CAETANO DE ALMEIDA;JONATAS CAETANO DE ALMEIDA;22108563000130;9074761701;;SC;Itaiópolis;CENTRO;R PAULO KLODZINSKI;799;;89340000;(47) 9792-4693;;JONATAS;lojaodaoferta@gmail.com
2075945;JONATAS CAETANO DE ALMEIDA itaiopolis;;22108563000211;262383985;;SC;Itaiópolis;Centro;Avenida Getulio Vargas;190;;89340000;;;jonatas  caetano;lojaooferta@gmail.com
1652807;JOSE CLAUDIR MULLER;;08931360000119;255514727;;SC;Itapoá;ITAPEMA DO NORTE;AV. ANDRE RODRIGUES DE FREITAS;311;;89.249-000;(47) 9652-6744;;JOSE;atualvariedades123@hotmail.com
1652904;JOSIANE DUARTE BRANCO;;18876126000190;258577444;;SC;Ibirama;CENTRO;RUA TIRADENTES;256;;89140000;4799108844;;JOSIANE;roni.linhares15@gmail.com
1800712;JOYCE MARIA LEVANDOSKI 05103950901;SONHO PERFEITO DA LARY;32946516000110;260011312;;SC;Itaiópolis;LUCENA;R ANTONIA P. GALESKI;116;CASA;89340000;(47) 9994-37857;;JOYCE;joycemarialevandoskifernandes@gmail.com
1921967;JUCILEI DO CARMO ANTONIACOMI 10108843955;JU MODAS;45480640000184;;;SC;Campo Alegre;Fragosos;rua generoso fragoso;921;Conj;89294000;;47997048653;jucilei do carmo;jucileifr@gmail.com
1621936;JULIA CAROLINA BRAUNN GABOARDI;BALAO MAGICO;35318176000170;;;SC;Joinville;BOM RETIRO;RUA FERNANDO SELLMER;35;CASA 01;89.223-117;(47) 9990-34894;;JULIA;julia.braunn@hotmail.com
1723728;JULIANA KREICH COMERCIO DE ARTIGOS DO VESTUARIO EIRELI;LOJA BIG;39586819000118;260759570;;SC;Presidente Getúlio;CENTRO;R CURT HERING;625;;89150000;(47) 9974-00098;(47) 9970-54591;JULIANA;julianajunior34@gmail.com
1899203;KRUG ZIPPERER E CIA LTDA;L & D MODAS;06368668000172;254803296;;SC;Porto União;Santa Cruz do Timbó;Rua 10 de Novembro;282;Sala;89410000;;42998080210;DANIELI KRUG ZIPPERER;danielizipeerer@hotmail.com
1677287;LAURETE MARIA TRISTAO DA CRUZ;BAZAR FLORIPA;37651633920;ISENTO;;SC;São José;Areias;Rua João Manoel da Silva;1423;;88113760;4733467567;4833467567;LAURETE;lojaceara.laurete@gmail.com
1720600;LENICE SCHELBAUER BUENO DE OLIVEIRA;NICE CONFECCOES;09077356000106;255471823;;SC;São Bento do Sul;BRASILIA;R PREFEITO ORNITH BOLLMANN;834;;89282426;4736355137;;LENICE;nice.schelbauer@hotmail.com
2098039;LOJA BIG IBIRAMA LTDA;Loja Big Ibirama;48433176000163;261987305;;SC;Ibirama;Centro;Rua Tiradentes;262;;89140000;4733573434;;Marili Von Zeschau;"contabil@cercontabilsc.com.br; aureliovieira4@gmail.com"
1924955;LOJA COMERCIO DE CONFECCAO INFANTIL WORLD BABY KIDS LTDA;WORLD BABY KIDS;34676146000254;262141400;;SC;Indaial;Mulde;Rodovia BR-470;1625;Sala 08;89084680;4791564970;;Sergio Roberto de Toledo;world.baby.kids2021@gmail.com
2097822;LOJA DE CONFECCOES BARATAO LTDA;Loja Baratao;22981479000127;257721576;;SC;Agrolândia;Centro;Rua dos Pioneiros;23;;88420000;4799572013;;Carlos Leopoldo Boeira;contadorjames@yahoo.com.br
1785846;LOJA DO BEBE COMERCIO DE ROUPAS EIRELI;LOJA DO BEBE;29904384000159;258670479;;SC;Ituporanga;CENTRO;R CARLOS THIESEN;74;;88400000;4799115570;;TACIANA;adrianonicole@hotmail.com
1654481;LOJA MEGA 12;;20345661000247;257853430;;SC;Florianópolis;CACHOEIRA DO BOM JESUS;RUA LEONEL PERREIRA;158;;88.056-300;(48) 9966-55193;;SOL;sol_maximus@hotmail.com
1654483;LOJA MEGA 12 EIRELI;;20345661000166;257386181;;SC;Florianópolis;INGLESE DO RIO VERMELHO;iNTENDENTE JOAO NUNES VIEIRA;1011;SALA 01 E 02;88.058-100;(48) 9966-55193;;SOL;sol_maximus@hotmail.com
2075954;LOJA PEREIRA SPORT WEAR LTDA.;Loja Pereira Sport Wear;76839919000135;250940833;;SC;Monte Castelo;Centro;Rua Papa Joao Xxiii;201;Prox. Igreja Catolica;89380000;;;Lidia Ferens de Jesus;lojapereiraltda@hotmail.com
1611891;LOJAO DO POVO DE TAIO COMERCIO DE VRIEDADES LTDA;LOJAO DO POVO;08807444000145;255389078;;SC;Taió;CENTRO;RUA WALTER SCHMITZ;36;Nao Informado;89190000;4735621832;;CRISTINA;cristinacorreaoh@gmail.com
1806581;LUANA CAROLINE WALTER 09087017995;LUANA WALTER STUDIO DE BELEZA;34499333000129;;;SC;Barra Velha;SAO CRISTOVAO;RUA RUA JOAO ESPINDOLA;189;;88390000;(47) 9925-75530;;ALINE;aline_walter22@hotmail.com
1780761;LUCIANA CARDOSO 03057219926;LOJAO DO POVO;35456527000100;260325929;;SC;Pouso Redondo;PROGRESSO;10AV 1 DE MAIO;522;;89172000;(47) 9922-02500;;LUCIANA;janirrbarcelos@gmail.com
1718610;M.M COMERCIO ATACADISTA E TRANSPORTES RODOVIARIOS LTDA;MM DISTRIBUIDORA;26064275000182;258110902;;SC;Palhoça;CENTRO;RUA JOAO BORNN;1830;GALPAO 4;88.130-800;(48) 9993-42428;;RUDI / ELIS;faturamento.redeglobal@gmail.com
1921964;MACHADO & ROSSI LTDA;CHEGA MAIS;08766538000113;255373228;;SC;Ituporanga;Centro;RUA PRESIDENTE NEREU ;106;;88400000;4735334720;;Elis Regina Rossi;compraschegamaisitu@gmail.com
1982609;MAFRA CENTER COMERCIO DE ROUPAS LTDA;lojao da economia;24265273000126;257891978;;SC;Mafra;Centro II Alto de Mafra;Rua Basílio Celestino de Oliveira;99;Sala a;89300001;4799316946;;Jose Daniel Lucas Moreira;gruporonaldolucas@hotmail.com.br
2014530;MAGRAO E CIA LTDA;;02078980000170;253516048;;SC;São Miguel do Oeste;Centro;Rua Chui;886;;89900000;4936210693;;Marilei Silveira Ramos;compras@lojasmagrao.com.br
1853851;MAILY COMERCIO DE ROUPAS LTDA;DONNA COISAS E TAL - REDE DONNA NORMA;37738647000125;260583146;;SC;Joinville;Vila Nova;Rua Quinze de Novembro;7151;;89237003;;47991656083;MAILY COMERCIO DE ROUPAS;logistica@donnanorma.com.br
1812220;MANIA QUE ENCANTA CONFECCOES EIRELI;MANIA QUE ENCANTA CONFECCOES EIRELI;27994996000154;258363347;;SC;Gaspar;BARRACAO;RODOVIA IVO SILVEIRA LADO IMPAR;9755;;89113370;;;;
1927825;MARCELO DA FONSECA 04376561959;THATY KIDS;43825335000151;261717553;;SC;Joinville;Jardim Iririú;Rua Tabatinga;1630;Sala 03;89224051;;;MARCELO DA FONSECA ;thatykids2@gmail.com
1691866;MARCHIORI COMERCIO DE VESTUARIO LTDA;LOJA BOM SUCESSO;34775158000155;260223484;;SC;Chapecó;Centro;Avenida Getúlio Dorneles Vargas - N;415;LOJA 02 E 03;89802000;;4185360169;Andre;israelmarchiorieirele@hotmail.com
1695455;MARCIA LEMOS DE SANTOS;LOJA LINDA ROSA;37321269000180;260526975;;SC;Monte Castelo;CENTRO;R XV DE NOVEMBRO;269;;89380000;(47) 9912-92276;;MARCIA;ljlindarosa@hotmail.com
1740591;MARELICE DIAS 56832834934;MARE MODAS;16763159000106;257393498;;SC;São Francisco do Sul;Vila da Gloria;RUA Lindolfo de Freitas Ledoux;7427;;89240000;(47) 3449-0400;(47) 9910-92331;MARE;marelice_2012@hotmail.com
2063894;maria da gloria florencio de lima;;04756335470;ISENTO;;SC;Barra Velha;encruzilhada de medeiros;nila maria da silva;219;;88390000;;;maria da gloria florencio ;Glria_ferreira@hotmail.com
2170149;MARIA DELIDES VIEIRA 84168862968;;17732501000165;;;SC;Joinville;Espinheiros;Rua David da Graça;1457;Casa;89228530;;;maria deleides;world.baby.kids2021@gmail.com
1973320;MARIA JEANINE PEREIRA MARTINS FERNANDES;MR.MAGAZINE;35239910000106;260282464;;SC;Caçador;Centro;Avenida Barão do Rio Branco;379;Terreo;89500091;;;MARIA JEANINE;br_edx_pop@signature.cl
1651396;MARILUCI FATIMA SGARBOSSA;MARI CENTER;16599764000185;256821658;;SC;São José;AREIAS;RUA JORGE TURIBIO RODRIGUES;403;;88.113-620;(48) 3094-0840;;MARI/ ANDERSON;marysg2011@hotmail.com
1678139;MARILUCIA CORREA - ARTIGOS DO VESTUARIO;LM MODAS;31659514000187;258965282;;SC;Itapoá;ITAPEMA DO NORTE GLEBA;AV CELSO RAMOS;2130;LOJA 02;89249000;;47991128639;LUCIA;luciacorrea025@gmail.com
1786910;MARILZA BUENO 06727692980;PEGA PEGA ROUPAS E ACESSORIOS;37052328000161;260547000;;SC;Papanduva;CENTRO;R NEREU RAMOS;3632;SALA 01;89370000;4799119974;;MARILZA;bueno.marilza@yahoo.com.br
1925561;MAURIJANFA LTDA;CASA MAURIJAN;08871671000130;255407904;;SC;Faxinal dos Guedes;Centro;Rua 3 de Maio;609;;89694000;4934360294;;Mauricio Barp Debortolli;casamaurijan@hotmail.com
1982971;MID 12 & VARIADOS LTDA;MID 12 & VARIADOS;50764748000139;262322137;;SC;Jaraguá do Sul;Tifa Martins;Rua José Narloch;1995;;89253789;4792159384;;Daurete Maria de Melo;mid12variados@gmail.com
1688233;MODA 10 COMERCIO DO VESTUARIO RIO DO SUL EIRELI;;24989116000163;257989021;;SC;Rio do Sul;Centro;Rua XV de Novembro;84;SALA 02;89160033;;42996251900;Ivan;ivan_girardi@hotmail.com
1941529;MODA BABY LTDA;MODA BABY;43898041000150;261443666;;SC;Tijucas;Centro;Avenida Bayer Filho;1111;Sala 07;88200000;4896171423;;Gabriela Natany Duarte;modababy0611@outlook.com
2269392;MONTANHA RUSSA KIDS LTDA;;51685065000159;262956357;;SC;Gaspar;Belchior Alto;Rua Bonifacio Haendchen;3575;ao lado do estoril;89117770;4797841934;;Priscila Bonatti;mkt.montanharussa@gmail.com
2157050;N C A TEXTIL LTDA.;Nca Malhas;02585301000150;253666503;;SC;Guabiruba;CENTRO;RUA ANTONIO FISCHER;101;;88360000;;;;faturamento@ncamalhas.com.br
1905618;NB COMERCIO DE ROUPAS LTDA;DONNA COISAS E TAL - REDE DONNA NORMA;15424970000191;256703531;;SC;Joinville;Aventureiro;Rua Arara;87;;89226010;4734292748;;Norma Sachete;diego@donnanorma.com.br
1874112;NEARA COMERCIO DE ROUPAS LTDA;DONNA COISAS E TAL - REDE DONNA NORMA;29823881000122;258603445;;SC;Joinville;Iririú;Rua Papa João XXIII;913;;89227300;;47996040370;NEARA;compras1@donnanorma.com.br
2167134;NEKI CONFECCOES LTDA;;77892289001369;263649695;;SC;Schroeder;Centro Norte;Rua Germano Muller;226;Sala 01;89275000;4733725300;47996612122;Neocir Dal Ri;"bruna.k@marlian.com.br; leilalojasneki@gmail.com"
